"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation","...9","...10"
"TOMM6",7.31234950634923,3.94737451227702,77.2681765275965,2.75930167320573e-99,5.0404163664449e-95,184.099961190518,"Up",NA,"'TOMM6',"
"PYURF",5.55449269589049,2.9984429597285,54.136167473878,2.26173021846351e-82,2.06575129503365e-78,160.187553752085,"Up",NA,"'PYURF',"
"ADIRF",4.65703953578026,2.51397709453624,16.9053878764683,1.17312471022589e-32,1.64842069859202e-29,62.7565239721669,"Up",NA,"'ADIRF',"
"TREX1",4.04070347987575,2.1812647103754,38.7761797333567,6.53297120199547e-67,3.97792616489504e-63,133.248915618061,"Up",NA,"'TREX1',"
"EVA1B",3.91628613828308,2.11410136668378,24.8399735266641,1.80368167553527e-47,3.66087257411142e-44,94.5087022012445,"Up",NA,"'EVA1B',"
"ZNF593",3.3349166771947,1.8002647549458,27.1129720698509,3.86724348273178e-51,1.00918480998659e-47,102.127352775059,"Up",NA,"'ZNF593',"
"SERINC4",3.22549048767995,1.74119398007502,31.8700888256358,3.95523751518359e-58,1.20417206149764e-54,116.283430846687,"Up",NA,"'SERINC4',"
"PGAM2",3.20954935417071,1.73258858941959,17.2146636488014,2.68315634444303e-33,4.0844347453284e-30,64.1559432346562,"Up",NA,"'PGAM2',"
"PTPRCAP",2.88916005078617,1.55963507166332,16.7528137610797,2.43969922542763e-32,2.97106571672577e-29,62.0612625926944,"Up",NA,"'PTPRCAP',"
"UTP14C",2.69320672378359,1.45385495708672,36.5466215301698,3.13310959872518e-64,1.43081282599782e-60,128.179326269172,"Up",NA,"'UTP14C',"
"GP1BB",2.69166237706715,1.45302128319553,16.3458072925038,1.744895953059e-31,1.99212589840804e-28,60.1908851204642,"Up",NA,"'GP1BB',"
"CPLX3",2.51499099124056,1.35765000412101,8.34489163220618,2.03949052428056e-13,1.77406540033491e-10,20.1158366876486,"Up",NA,"'CPLX3',"
"CMC4",2.45835465520013,1.32707640678944,25.970566591493,2.52660277974324e-49,5.76918162219622e-46,98.3727159700487,"Up",NA,"'CMC4',"
"ABHD16B",2.32399500439679,1.25454597582481,19.1066482283484,4.20280424721702e-37,6.97932956217393e-34,72.4253326667899,"Up",NA,"'ABHD16B',"
"OVCA2",2.26923023973764,1.22498269578758,15.578709141956,7.51872447357245e-30,8.0790905858087e-27,56.6045201453907,"Up",NA,"'OVCA2',"
"TNFRSF6B",2.04533313424365,1.1041178866271,14.0059842729456,2.09023536903683e-26,2.00959628874715e-23,49.0134327345712,"Up",NA,"'TNFRSF6B',"
"NPFF",1.85739900124468,1.00266671748606,16.8827695885609,1.30738939253008e-32,1.70586300238193e-29,62.6536587467151,"Up",NA,"'NPFF',"
"BOLA2",1.83971705165283,0.993121594255063,19.9017689078711,1.21068998641636e-38,2.21156739818677e-35,75.7510496416201,"Up",NA,"'BOLA2',"
"C19orf33",1.78295746158647,0.962481461564379,12.1238099464424,3.82792806038197e-22,3.49623809394987e-19,39.5652399960604,"Up",NA,"'C19orf33',"
"LRRC26",1.14637293616052,4.54228216422845,3.39064300879512,0.000962798946326577,0.019519920480075,-1.22251648175228,"Up",NA,"'LRRC26',"
"CYP4F8",1.07336218404037,1.44092956351641,3.51975298382502,0.000624734057163884,0.0150952606113924,-0.823050859617983,"Up",NA,"'CYP4F8',"
"HES4",1.00454774879262,3.65157280093127,4.56204708091468,1.29932139681286e-05,0.00129697835822844,2.81114630113277,"Up",NA,"'HES4',"
"CCDC85B",1.00229881543931,3.8680814200332,4.9248480569201,2.92280279987148e-06,0.000501775774701646,4.22913155344871,"Up",NA,"'CCDC85B',"
"TMEM160",0.965218957581361,2.70877187731896,5.24234283812808,7.5095597126487e-07,0.000207844132228718,5.52631499886616,"Up",NA,"'TMEM160',"
"FTH1",0.941659916417465,5.06855519608895,6.33118204509323,5.14231456586103e-09,3.47906148794754e-06,10.3134874763303,"Up",NA,"'FTH1',"
"DND1",0.919802237776492,0.496530411543059,15.1652366931361,5.88549744583237e-29,5.97279899127888e-26,54.6390261075711,"Up",NA,"'DND1',"
"NME3",0.907617189610881,5.70851900026433,5.11004700568868,1.3305963898038e-06,0.000306105945355381,4.97971809976631,"Up",NA,"'NME3',"
"TMEM238",0.891854301405491,2.97891077963126,4.93043268938308,2.85495690986078e-06,0.000501456710311797,4.2515093983859,"Up",NA,"'TMEM238',"
"NUPR1",0.880581249277578,3.04428456203173,5.40820953201413,3.62483405005052e-07,0.000120390624713223,6.22334429272559,"Up",NA,"'NUPR1',"
"COMTD1",0.803247894559521,3.19333595610789,4.5073439501496,1.61736834513608e-05,0.00151510090054363,2.60367744609364,"Up",NA,"'COMTD1',"
"ISG15",0.7738799614035,4.92115473618156,3.06552511382586,0.00272122616574061,0.0371792358785219,-2.17397506227519,"Up",NA,"'ISG15',"
"METRN",0.763561080783325,3.00947723258159,5.3040573107737,5.73505815085073e-07,0.000166289376573953,5.78416391444501,"Up",NA,"'METRN',"
"KIFC2",0.758978157206045,2.41430065067019,3.9564207568491,0.000133552518023091,0.0058864153517508,0.614227905367764,"Up",NA,"'KIFC2',"
"C19orf81",0.753753595735285,1.24373013605526,3.56182115461417,0.000541321848196869,0.013587815580327,-0.690315105459452,"Up",NA,"'C19orf81',"
"RPS3A",0.749874162285471,7.77511691570868,4.67221143358114,8.31965134182786e-06,0.000973601892552105,3.23410263962684,"Up",NA,"'RPS3A',"
"RSRP1",0.749565546960796,3.67792296145547,4.89205921450737,3.35390931146139e-06,0.000538100301099079,4.09807261915974,"Up",NA,"'RSRP1',"
"MCRIP2",0.748643822016661,3.70754457600307,5.1581501603195,1.08173830894873e-06,0.000266744006521623,5.17747904016156,"Up",NA,"'MCRIP2',"
"CTXN1",0.745014553051186,3.307715869126,3.70026801247695,0.000335036556626936,0.010217216660942,-0.244708783163764,"Up",NA,"'CTXN1',"
"RHPN1",0.742668963687936,3.07307182423471,4.35603909183421,2.93846683473652e-05,0.00228701956836205,2.03888824626298,"Up",NA,"'RHPN1',"
"MB",0.740758127389911,4.10774532241042,2.9415761232877,0.00396599595382828,0.0474455568358984,-2.51549579869722,"Up",NA,"'MB',"
"NDUFAF8",0.734852061229876,4.17856599790621,5.99209519503243,2.54788450840893e-08,1.25789746797584e-05,8.77234637846806,"Up",NA,"'NDUFAF8',"
"PPDPF",0.72683089921405,8.26810029592665,3.62365126741981,0.000437589052980478,0.0119841667628102,-0.492959745171813,"Up",NA,"'PPDPF',"
"ENDOG",0.723106965939705,1.86971130368641,4.98019145426332,2.31433164275488e-06,0.000427029253719227,4.45160548860459,"Up",NA,"'ENDOG',"
"ALDOA",0.708747921602366,3.28014825010416,6.52229176658193,2.05199005736199e-09,1.44168086068582e-06,11.1994315990802,"Up",NA,"'ALDOA',"
"MRPL41",0.700472270764726,6.52979851772535,3.64864695856386,0.000401246292951914,0.0114167695223561,-0.412416902837087,"Up",NA,"'MRPL41',"
"RPL30",0.699221444810381,7.49915577609878,4.89111522313324,3.36719406597054e-06,0.000538100301099079,4.09430774114334,"Up",NA,"'RPL30',"
"STUB1",0.696889810775764,4.11504377817578,4.99375620885192,2.18514262463718e-06,0.000420168424465761,4.50637409834862,"Up",NA,"'STUB1',"
"AQP3",0.692178486510077,5.58886256187426,3.10373242277532,0.00241761376736353,0.0346177655847669,-2.06630197725585,"Up",NA,"'AQP3',"
"HAGHL",0.683697509225709,1.53744640866843,4.64386203541086,9.33673613865175e-06,0.00103996438441922,3.12461065701557,"Up",NA,"'HAGHL',"
"MZT2B",0.682156695928052,4.46694876812007,4.38629779982776,2.61037884299257e-05,0.00213348490542278,2.15075880676368,"Up",NA,"'MZT2B',"
"CHCHD10",0.677981927281849,4.61399907698117,3.79783744785784,0.00023716273323756,0.00837921247956714,0.0772673912388528,"Up",NA,"'CHCHD10',"
"SDC1",0.676833239228094,5.15406034163406,3.22791712592346,0.00163431555195784,0.0273762116636525,-1.70864574875168,"Up",NA,"'SDC1',"
"RPL26",0.674671249159429,5.36369495636794,4.256780327316,4.31727481339563e-05,0.00285737894986587,1.67577607149327,"Up",NA,"'RPL26',"
"SELENOM",0.672354563806453,4.50819572747555,3.42303707265395,0.00086468841364331,0.0183665851767702,-1.12342022929282,"Up",NA,"'SELENOM',"
"RPL39L",0.669401923518619,2.16900010248431,3.5885372007524,0.000493932926596696,0.0129590542690747,-0.605369650237852,"Up",NA,"'RPL39L',"
"TOMM7",0.666236127393761,6.60824130896062,5.10541020036354,1.35734283537449e-06,0.000306105945355381,4.96071546683067,"Up",NA,"'TOMM7',"
"RPS28",0.666224285500953,7.65346760469765,3.96799720477288,0.000127992123051188,0.0057445506431844,0.654075019249234,"Up",NA,"'RPS28',"
"MAP1LC3A",0.662200436335298,4.13548538260929,3.84318083403537,0.000201571548460482,0.00763293821823075,0.229091858081221,"Up",NA,"'MAP1LC3A',"
"COPS9",0.661042454893527,4.42970218394961,4.62979029304522,9.88530156852814e-06,0.00108128625001379,3.07042854642582,"Up",NA,"'COPS9',"
"GADD45G",0.657229155541066,5.32478911994604,3.03749888266583,0.00296597707589974,0.0394894338523764,-2.25224144868275,"Up",NA,"'GADD45G',"
"HSF4",0.656855579346905,2.91506244737696,3.08560548916298,0.00255751352886478,0.0357718986460743,-2.1175258540941,"Up",NA,"'HSF4',"
"NR2F6",0.651735057703303,4.33382372162213,4.71723833113426,6.92106577203045e-06,0.000848504083608593,3.40892044526522,"Up",NA,"'NR2F6',"
"COX6C",0.647784636196014,5.06882591673963,4.82506859046991,4.43513880429839e-06,0.000623205234908605,3.83206182789884,"Up",NA,"'COX6C',"
"NDUFS6",0.645055603547392,5.97727469152892,4.59509860811476,1.13742613820537e-05,0.00117518487373245,2.93732511944325,"Up",NA,"'NDUFS6',"
"NAPRT",0.644625685328571,3.09213953900591,3.77050769975406,0.000261420038801366,0.00889266266067888,-0.0135726512179284,"Up",NA,"'NAPRT',"
"METTL26",0.642284109337857,5.31064678117708,4.04378373490566,9.66949434587822e-05,0.00486591331173987,0.917084321847062,"Up",NA,"'METTL26',"
"RPS15A",0.63738523326655,4.74126502790948,4.50996452161153,1.600551133698e-05,0.00150707564738461,2.61357714738377,"Up",NA,"'RPS15A',"
"HSPE1",0.637146613470456,4.7553933566775,4.07784148291587,8.51508251660066e-05,0.00449552058759376,1.03648015250668,"Up",NA,"'HSPE1',"
"ALKBH7",0.635074611499875,5.44946980970053,3.5963973601422,0.00048075470417766,0.0127459305968263,-0.58028214881301,"Up",NA,"'ALKBH7',"
"NOXA1",0.632703267919739,3.09259674303681,3.76907436463399,0.000262755188459458,0.00890822675081241,-0.0183228916720868,"Up",NA,"'NOXA1',"
"TSPO",0.632242299768816,6.35021683356776,3.45610455842165,0.000774281361272329,0.0172689132686166,-1.02147958053618,"Up",NA,"'TSPO',"
"LTC4S",0.628848259171231,2.11251445213848,4.75500633063471,5.92618221298994e-06,0.000762349087920333,3.55641196781013,"Up",NA,"'LTC4S',"
"NPDC1",0.6275304291857,6.34981732434058,3.49932363573745,0.000669480331282449,0.0158002547952668,-0.887056796448962,"Up",NA,"'NPDC1',"
"MRPL12",0.624467315146333,4.01361711860422,3.95590356414732,0.000133806241578295,0.0058864153517508,0.61244972386953,"Up",NA,"'MRPL12',"
"SEC61G",0.622792917358406,5.52838238719393,3.735724207937,0.000295712465775217,0.00964391162619748,-0.128454962741163,"Up",NA,"'SEC61G',"
"RPS21",0.62163995038232,8.40526435166813,3.71384427139921,0.000319426803823391,0.00991681087315339,-0.200296726186025,"Up",NA,"'RPS21',"
"BICDL2",0.617415520042196,2.74515080748644,4.99988930771366,2.1290615609797e-06,0.00041543820853709,4.53116769690028,"Up",NA,"'BICDL2',"
"CTU1",0.617224548880681,1.67551789098018,6.74347187105822,6.98913006084837e-10,5.55088864441379e-07,12.2390344300207,"Up",NA,"'CTU1',"
"SELENOH",0.615896454918357,3.03955145703815,6.321329590863,5.3900286463953e-09,3.51641618870367e-06,10.2681395924603,"Up",NA,"'SELENOH',"
"ACAP3",0.614651398467087,2.48260611281779,5.14840811568027,1.12816292471588e-06,0.000271159896655064,5.13733617103962,"Up",NA,"'ACAP3',"
"FAM43A",0.613756297652364,3.42925498223053,3.65328328518878,0.000394827376280454,0.0113021453685152,-0.397429635497261,"Up",NA,"'FAM43A',"
"RPL36",0.611888179221135,8.16278347813748,3.81748380275765,0.000221064010188874,0.00810878769903649,0.142880321415957,"Up",NA,"'RPL36',"
"RNF208",0.609705724857095,3.45789937881026,3.63462200309165,0.00042127034481676,0.0118026769766377,-0.457662654034579,"Up",NA,"'RNF208',"
"EME2",0.608849975231538,1.67419319780132,4.40014162195131,2.47232313316092e-05,0.00206218843257765,2.20212264602756,"Up",NA,"'EME2',"
"BEX2",0.608020784540513,3.51142423988395,3.36737764076249,0.00103960695233313,0.0204301711223375,-1.29321552773866,"Up",NA,"'BEX2',"
"TSR3",0.605338949924117,4.89976399142394,4.66695588881178,8.49972492898779e-06,0.000981421146708174,3.21377080499482,"Up",NA,"'TSR3',"
"IER5L",0.604927333297284,1.65393218946978,4.06529538853361,8.92408655686358e-05,0.0046709538433876,0.992411354975405,"Up",NA,"'IER5L',"
"ODF3B",0.604191421517121,2.60884819747742,3.32828924618684,0.00118172307938528,0.0220227595499836,-1.41110480654771,"Up",NA,"'ODF3B',"
"C7orf50",0.603982475167145,4.11578963460566,5.00804701016197,2.05663371167995e-06,0.00041543820853709,4.56417558295618,"Up",NA,"'C7orf50',"
"SCAND1",0.603152273267344,5.02951828341184,3.39913920368147,0.000936102055784712,0.0191486856136835,-1.19659970873803,"Up",NA,"'SCAND1',"
"UQCRQ",0.60109570858735,5.95006659273516,3.96314787572587,0.000130293899409092,0.00581926322862073,0.637372586000053,"Up",NA,"'UQCRQ',"
"TPGS1",0.600945947527011,1.30868229241739,4.9989234008794,2.13779994539259e-06,0.00041543820853709,4.52726166218151,"Up",NA,"'TPGS1',"
"PRR7",0.597300890953913,1.97963657741197,3.85828505206842,0.000190889656104789,0.0073085737079614,0.279971371553295,"Up",NA,"'PRR7',"
"MAMDC4",0.596506745233608,1.46670173516874,4.11146035512109,7.50570081855604e-05,0.00412971797748684,1.15506091669473,"Up",NA,"'MAMDC4',"
"RPL21",0.593023064143078,7.25032279279176,4.07153577193801,8.71835318161022e-05,0.00457638383817454,1.01431849092616,"Up",NA,"'RPL21',"
"SH3GLB2",0.592432192145266,4.47617357762298,5.08188598288024,1.50131567632152e-06,0.000330416065775484,4.86447215541622,"Up",NA,"'SH3GLB2',"
"JTB",0.591318981461166,4.09694806981083,5.00251391357511,2.1054924039522e-06,0.00041543820853709,4.54178374819308,"Up",NA,"'JTB',"
"NDUFAB1",0.589663063607334,5.12162468745752,5.54514292179852,1.96893337869458e-07,7.65014463569811e-05,6.80821864182015,"Up",NA,"'NDUFAB1',"
"NDUFA1",0.587637564749033,7.15400929048225,4.16042600087427,6.23821077302114e-05,0.0036759160061541,1.32904798815123,"Up",NA,"'NDUFA1',"
"EPS8L2",0.587620530752326,3.88954231780876,4.34061603379399,3.12063221475396e-05,0.00234586784637492,1.98207733745677,"Up",NA,"'EPS8L2',"
"GCNT2",-0.585042257209987,2.44695759592099,-3.90023702551518,0.000163976262178445,0.00655149207432982,0.422085000429709,"Down",NA,"'GCNT2',"
"GREM2",-0.603708742584162,1.6408934605659,-3.51225627464052,0.000640816162880456,0.015321713150965,-0.846572908226657,"Down",NA,"'GREM2',"
"REG4",-0.614400249660904,1.10403151465118,-3.37716408464435,0.00100662312410213,0.0200304843224114,-1.26352456535061,"Down",NA,"'REG4',"
"BEND4",-0.617264805038965,2.32747210594943,-3.38183756141183,0.000991220512705036,0.01981031193171,-1.24932106701178,"Down",NA,"'BEND4',"
"CACNA2D1",-0.619760044744621,2.07347937735649,-3.78201666518835,0.000250930700058544,0.00871435569956164,0.0246198754839497,"Down",NA,"'CACNA2D1',"
"UTRN",-0.620535861163086,4.38940060790039,-4.00189349940051,0.000112954207073874,0.00531548847636866,0.771249923422525,"Down",NA,"'UTRN',"
"NDNF",-0.656650847796743,1.42527178019545,-3.75182976845759,0.000279334781304335,0.00929436876154151,-0.0753641525477748,"Down",NA,"'NDNF',"
"NPNT",-0.678517595395194,4.43257206540384,-3.37209063049345,0.0010235979662021,0.0202808391575471,-1.27892559504021,"Down",NA,"'NPNT',"
"PTPN13",-0.699294205093077,3.01302346493402,-4.84749179153696,4.04013150716791e-06,0.000601992678515935,3.92083725126394,"Down",NA,"'PTPN13',"
"FAT1",-0.728558198795845,3.86136856540728,-3.99251950332464,0.000116934858057157,0.00543523931839716,0.73877076205475,"Down",NA,"'FAT1',"
"ST6GALNAC1",-0.730577942739395,2.58123215329048,-3.55951688615321,0.000545604268998106,0.013596934763695,-0.697618103716695,"Down",NA,"'ST6GALNAC1',"
"PARM1",-0.734937798900414,4.30354886691667,-4.12245647997468,7.20119931753862e-05,0.00407257919298693,1.1940016551796,"Down",NA,"'PARM1',"
"SLC38A11",-0.739526390325799,2.35074291759434,-3.07209815405385,0.00266659814238112,0.036734433060076,-2.15553134767664,"Down",NA,"'SLC38A11',"
"DPP4",-0.804249529368522,3.61231922988842,-3.55484926843605,0.000554377103875168,0.0137874985073878,-0.712399848810087,"Down",NA,"'DPP4',"
"CD38",-0.862828787943657,2.27735168848319,-3.63121358098524,0.000426277595743172,0.0118750828167923,-0.468637847924923,"Down",NA,"'CD38',"
"ANPEP",-1.26724300161941,4.24871198845078,-3.28431074108172,0.00136327999629272,0.0241244151478783,-1.54239562564186,"Down",NA,"'ANPEP',"
"CFAP126",-3.234312213623,1.48835606290616,-36.3819315605895,5.00583011871955e-64,1.828829975573e-60,127.790363485276,"Down",NA,"'CFAP126',"
